,AMOC,TEMP,NAO,PRECIP,SEA_ICE
1,0.043343544,0.7505982918286236,-0.015141726,4.4264019501234957e-10,-0.18368816
2,1.1511345,-0.034141152205734215,0.08967781,5.036071029684844e-10,0.031769276
3,-0.65728855,-0.2146982842338616,0.0250085,-7.595966925803491e-10,0.06755948
4,0.1175518,0.5087419675992351,-0.14171857,8.942368556564743e-10,-0.115843534
5,0.91942406,-0.1370605603575541,0.05520165,-3.9002827226595716e-12,0.029124975
6,-0.677969,0.01735157246628205,0.15723658,-2.0965768961080834e-10,-0.034858704
7,0.083724976,-0.16415292541319104,-0.16220164,8.58513614458285e-10,-0.0017025471
8,-0.40085793,-0.3004261866629463,0.124545395,-7.771238124121436e-10,0.09228802
9,-0.14100266,0.34276820068561165,0.03679645,-2.5460963050159614e-10,-0.04834056
10,0.22908211,0.1346660560956252,-0.027390718,2.0530934271601564e-10,-0.04827833
11,0.6087351,0.6212188641337661,0.14335483,1.7886795173557505e-10,-0.09095669
12,-0.38204956,-0.03472302710162012,0.04741466,7.351148296206725e-11,-0.016092062
13,-0.019833565,-1.5111634552778241,-0.2772916,-1.4420359926745667e-09,0.27711987
14,-0.10626888,0.856090144300822,0.136697,1.2458823583851975e-09,-0.16973567
15,1.2178097,0.6257265720908549,0.23250371,-6.68125666585806e-10,-0.058369637
16,0.8146181,0.5197241142395796,-0.42161137,1.9616251953905337e-09,-0.19967437
17,-0.34277153,-0.927379664329635,0.17892534,-8.600681768271846e-10,0.19530869
18,0.4914837,0.3219549326527158,-0.019996464,7.391286012509044e-10,-0.029422522
19,0.53127956,-0.08648893766320498,0.094216466,-4.877591823133037e-10,0.0006415844
20,-0.75871277,-0.11104329406276747,-0.19181585,2.621027964180621e-10,0.015420675
21,0.58679867,0.10414168319948658,0.14274782,8.001627186038258e-11,-0.024972916
22,-0.7712984,-0.680489544966747,-0.26294613,-1.0784553508638117e-09,0.16139674
23,-0.1468935,0.6358038297620965,0.44974452,-1.554386010034375e-10,-0.094646454
24,0.058872223,0.1012104623945902,-0.244766,7.362442780906004e-10,-0.092400074
25,0.40866756,0.06600522903266892,0.23415756,-4.3064025581647035e-10,0.02742982
26,1.1258068,0.11518474190847883,-0.24836022,8.780770367697046e-10,-0.07471585
27,-0.6005783,0.2099336305284396,0.38746613,-5.963545944787991e-10,0.04411125
28,0.7329674,-0.10796429289479192,-0.22209859,6.408071075970702e-10,-0.05470729
29,-0.49498272,0.18833059371115723,0.0524289,-3.2569577271559445e-10,0.08362889
30,0.47366238,0.6664119176417103,0.16110384,4.539207122080094e-10,-0.20646119
31,0.11809063,-0.43173802114404225,0.09745827,-9.553440980664585e-10,0.09286761
32,0.5761633,0.39582760320070065,-0.10218543,1.5193973835472746e-09,-0.1402471
33,-0.39971447,-0.04034050287697255,0.04512018,-7.890003439026538e-10,0.049945354
34,-0.19160461,-0.2745935897497702,0.029072702,-1.4093321280367024e-10,0.066569805
35,0.2713251,-0.07115546752447699,-0.057917923,-1.182399934144034e-10,0.04220724
36,-0.10398674,0.1424851080461167,-0.3177995,1.0992264227247308e-09,-0.061231613
37,-0.48106003,-0.278958481567372,0.2895166,-7.9978862026606e-10,0.018185616
38,-1.2961788,-0.3136739733752165,-0.15524992,-8.503054029571532e-10,0.083865166
39,1.9971399,0.8437795218151223,0.19339782,1.2769417720520487e-09,-0.17277455
40,-0.34472084,-0.28350642195675846,-0.1251716,-3.533711315294589e-11,0.106606245
