,AMOC,TEMP,NAO,PRECIP,SEA_ICE
41,-0.9734869,-0.4050398600592757,-0.13978714,-7.190576333872494e-10,0.051782846
42,-1.2839699,-0.5256228395215317,0.069987595,-2.164397789579592e-10,0.09211397
43,0.56845284,0.33257764022420133,-0.14570093,1.9533566365688233e-10,-0.002726078
44,1.1905041,0.5393105156028923,0.09780991,3.787597083710057e-10,-0.11948633
45,-1.6509647,-0.5428733948759259,0.17433906,-7.785513861308173e-10,0.0619936
46,1.1055307,-0.5129675995144112,-0.39295185,1.8326683250959574e-11,0.10487127
47,-0.56943417,0.5057947708945107,0.43207803,-4.3825379493239893e-10,-0.08902478
48,-0.23267078,-0.22639969512954394,-0.20652404,5.536303355175498e-10,0.03086114
49,1.5511866,0.8037777232794383,0.16118887,2.403168534045663e-10,-0.10596752
50,0.41135502,0.7010422091730106,0.32961652,4.824958239032729e-10,-0.17071605
51,0.84877205,0.05888594772477518,-0.47273105,1.0959001795381093e-09,-0.021346807
52,-1.0043259,-0.853860928954191,-0.07999557,-1.0498267845743526e-09,0.14229274
53,-1.5068321,-0.8536295832640235,-0.13816184,-5.539322523728986e-10,0.1903584
54,1.7326183,0.7914908736406687,0.18208814,5.204868567590826e-10,-0.13984537
55,-0.98394966,0.10139983929332175,0.009113669,1.902733732789509e-10,-0.047855616
56,0.6180792,-0.18887199966405888,-0.20741999,3.3607968284533066e-10,0.029360533
57,0.064920425,0.30812165384958234,0.44174394,-7.104339611104844e-11,-0.03949642
58,-1.4101076,-0.7152801042038277,-0.21787122,-1.0841219056924807e-09,0.15657687
59,1.0106726,0.21990308092358646,-0.17524737,8.701001182883092e-10,-0.04177451
60,-0.8970909,-0.45854552482944655,0.054912567,-1.2637415460832767e-09,0.10325909
61,0.061709404,0.26625757777259196,-0.016493022,9.433115163329945e-10,-0.044427156
62,0.4106846,-0.2352736710482759,0.044341564,-3.7515397857949415e-10,0.009690762
63,-1.0556993,0.15605365446276664,-0.13222933,5.251917880735624e-10,-0.046518326
64,0.6060791,0.24223513876296465,0.19695479,-2.987041380508788e-10,-0.055892944
65,0.6585312,0.35107851908338716,0.13138986,-1.0800882113589356e-11,-0.029144049
66,-0.8215542,-0.6114696112909996,-0.25189483,1.905096529230163e-10,0.054382324
67,0.30016136,0.3423128680744867,0.066129744,2.018052559644378e-10,-0.054359913
68,0.09582424,0.9334888941609165,0.47418728,-3.1367518423726715e-10,-0.15726352
69,1.8500614,-1.240477333753347,-0.24502692,-2.441617910205614e-10,0.23367286
70,-1.0838671,0.5029283482190294,0.014840633,-1.608223217660222e-10,-0.06992054
71,-0.43165112,-0.045629578817340644,-0.08556917,-1.3279543262693445e-10,0.021750212
72,-0.36049747,-0.6097274109841351,-0.05443549,-3.910063199921451e-10,0.09185815
73,1.2167263,0.5470125012581093,0.03470397,7.202341677794335e-10,-0.10221553
74,0.09378815,0.6306301786768813,0.23765594,6.597111571335001e-10,-0.1387856
75,0.13226414,-0.2727393010493415,-0.2902757,-1.7638317287410482e-10,0.053927183
76,-0.6999073,-0.4558194751934366,0.022809029,-6.231514916575546e-10,0.108299255
77,0.988039,1.024432163611209,0.36293158,8.548288825340385e-10,-0.16963601
78,0.77621365,-0.30510013766462407,-0.3093575,7.255425687394905e-10,-0.00038337708
79,0.99098015,0.2622246378092541,0.18870491,-3.948920967328102e-10,-0.03093195
80,-0.7125988,0.437135952903418,0.07951659,1.2851286646848614e-10,-0.065541506
81,-1.2003613,-1.316007366484257,-0.46718317,-1.9007954208087897e-10,0.16987276
82,0.045265198,-0.11107293426010756,-0.0073509812,-4.679615574746569e-10,0.08577347
83,-0.8986845,-0.37811131725493397,-0.016057849,-1.51014982026567e-10,0.059303045
84,-0.77257633,0.17637647425897285,0.37804037,-7.622323453918373e-10,0.014979124
85,1.023346,0.6966331257042384,-0.07419589,5.92190372760255e-10,-0.14838386
86,-0.259655,0.17677237639441046,0.3292368,-5.503081427961864e-10,-0.021240473
87,-0.6094456,-0.30437814282436193,-0.39119202,4.104299446896417e-10,0.023203135
88,0.14029884,-0.2982955775556775,0.061836213,-4.6404110002678237e-10,0.05929303
89,1.6908598,0.4170800082891333,0.054932,1.2159912045486559e-09,-0.09057546
90,-0.07964325,0.11718312069990588,-0.06912246,7.282861124824848e-11,0.014411688
91,-1.7210007,-0.13144435090413253,0.017314136,-1.0103352629460737e-09,0.020664454
92,1.0908213,-0.25500382277584777,-0.1884901,1.775361400390251e-10,-0.012770414
93,0.66322803,0.7517715326306416,0.4236668,8.189632395465493e-10,-0.14535499
94,2.0114756,0.4527288224902577,-0.08167824,4.0289600029160794e-10,-0.027714968
95,-0.8480177,3.1629566975014427,0.8279877,9.92200362137145e-10,-0.7713599
96,5.269273,-2.3524797178507697,-0.86069304,3.3818381758875344e-10,0.58247566
97,-2.4163246,0.6022934582248354,0.31143302,-7.032364176971378e-10,-0.124559164
98,-0.13952446,4.426075187741446,1.0740305,1.697417882353542e-09,-1.0418487
99,5.8376255,2.967105907557766,0.78057253,4.495855493259042e-10,-0.53436387
100,2.1610126,0.5539719798215401,0.006224036,1.3226054255434908e-10,-0.06982458
101,2.04109,-0.6463480129340269,-0.074620605,-8.838476022454257e-10,0.121358156
102,-0.08890724,1.2975870450841853,0.6150745,1.4832802744785953e-09,-0.3333183
103,-1.5265121,0.5821284274711616,-0.05029106,-3.385561769617574e-10,-0.15500456
104,1.2508068,-0.24906605343869614,-0.21036315,-2.1246156504773179e-10,0.07661444
105,-1.5046024,-0.17536289697108032,0.055128574,3.463828063314967e-10,0.07811093
106,-0.73215866,-0.4777365679253762,-0.07099366,-6.703737758102763e-10,0.050138593
107,-0.40919876,0.7335437765773349,0.1418271,5.038748050159328e-10,-0.12931746
108,0.17819595,-0.6144936332820521,-0.14219284,-5.716921912304276e-10,0.13713717
109,-0.40781975,-0.41041942989483005,-0.14597595,2.9657848528416466e-10,0.05186999
110,-0.19666481,-0.4563013483289069,0.040506244,-3.957051684098378e-10,0.08245027
111,0.20562553,0.37182409053951915,-0.08711314,6.096000791313747e-11,-0.077281356
112,1.0059605,-0.6338191489615497,-0.061080456,-1.0594576640524429e-11,0.16228318
113,-1.041687,0.3178926913734017,0.24835229,3.763003206786858e-10,-0.07944727
114,0.6960316,0.28070520596526194,-0.18724465,4.3913069242207446e-10,0.0038439035
115,-0.5803108,-1.0405173167309272,-0.16333485,-4.982276838511551e-10,0.20513117
116,0.4549427,0.7399213200148438,-0.20771694,1.3108242405097655e-09,-0.10720432
117,-1.4084187,-0.9394596822441486,0.08842468,-7.4601319021353e-10,0.14698613
118,-0.9373226,0.6424927667434304,0.28185558,-9.333046109813325e-11,-0.15158784
119,-0.40357018,-0.1902343166503897,-0.16319144,-1.3916533212725183e-10,0.061255336
120,1.3292809,-1.0054072404557246,-0.34933686,-2.7550040318582477e-10,0.2001028
121,-0.63848877,0.7481095093688168,0.08200669,-9.310484501095352e-12,-0.15396214
122,0.5612221,-0.047679260890959085,0.48846495,2.8944865975596838e-11,0.00037395954
123,-0.18322563,-0.19011359090961832,-0.15507984,7.178043498640312e-11,-0.0029153824
124,0.15663147,0.33467028022533896,0.12974977,2.65082699293999e-10,-0.07922411
125,-1.277174,0.061249447940951995,-0.0009742975,-6.608635006744661e-10,0.004920721
126,0.923151,0.08492551628967249,-0.2597928,1.3837282557066475e-10,0.0072528124
127,-0.7381649,-0.7382488097200053,0.053649545,-5.410157657955322e-12,0.123081565
128,0.11728096,0.34218471189387856,0.11313105,-5.106706403067357e-10,-0.059148908
129,-0.5841732,-0.2351294893916247,-0.2687745,2.87035797085895e-10,0.05135429
130,0.32139206,-0.48079561148631456,0.07015276,-3.5391435353339733e-10,0.13123465
131,-0.08399391,-0.23506232740692212,-0.21899474,-4.3401487915067003e-10,0.022797227
132,0.19980049,-0.20087677022638672,-0.09012401,2.7027919533298223e-10,0.0053275824
133,-0.3922825,0.14977614032011388,0.20510328,3.0399667015981133e-10,0.035822988
134,0.30002975,0.25052384798755156,-0.046557784,4.2812219393208576e-11,-0.071971774
135,-1.3098545,-0.2387856235163781,-0.011509299,-6.845478693895485e-10,0.0786072
136,0.5953331,-0.008138423792559024,0.052427173,-5.072993443371855e-10,-0.0003567934
137,-0.5770912,0.884100702475223,0.33416915,1.2889018961253927e-10,-0.23555744
138,-0.20342255,-0.35505114075590427,-0.028463602,5.289146064496565e-10,0.07467365
139,1.0115261,0.06644458736866454,0.047641754,-2.010084016243468e-10,-0.023144841
140,1.2662926,0.31765943245562767,-0.049418926,7.876987624895299e-10,-0.069705844
141,-0.75858116,-0.038179517153139386,-0.08057499,-5.204881512003879e-10,0.0156235695
142,-1.0200672,0.008146661530076926,0.11007142,2.73274334441066e-10,0.00571537
143,0.874876,-0.868887782729928,-0.29744995,-5.563575983688991e-10,0.20273697
144,0.33092117,-0.2776663609965908,-0.15229225,-2.849454150661499e-10,0.046676636
145,-0.43367386,-0.8718023778032489,-0.25156283,9.51369496945093e-10,0.14477587
146,-0.4234085,0.6797717164434403,0.4049791,-6.958489911127681e-10,-0.09964299
147,-0.47893906,-0.06275681792692467,-0.20174062,-3.517894392661159e-10,0.057346106
148,-0.7510948,0.2709791566240938,0.28976452,-9.391439264658262e-11,-0.13610923
149,-0.2232151,0.20813443490283134,-0.1414516,5.536884494064982e-10,0.02458191
